"source (các kí hiệu là: F, Y,T,R,…)",prompt,response,prompt_label,response_label,unsafe_spans_indices,rewrites
T,"Em cũng học cao đẳng nghề ra,đi thực tập gara chỉ toàn rửa xe, lấy đồ nghề chạy vặt lau dọn các thứ,đến bây giờ cũng 2 năm rồi bây giờ mới được lên thợ phụ. Mặc dù lương 3-4tr nhưng được cái gặp trúng sư phụ nhiệt tình dẫn dắt chỉ bảo nhiệt tình nên là có động lực làm",2 năm lên phụ là giờ cũng cứng cứng goy á. tháo ráp máy dc là ngon ngon goy đó,safe,safe,[],[]
T,học đại học ra ứng tuyển vào đăng kiểm đủ khả năng không ạ,đăng kiểm ngành riêng. và hoàn toàn có thể xin dc. nhân sự ở ngoài đang thiếu. nhân sự xịn thì đang tưới rau ở trong kia,safe,safe,[],[]
T,bà này cũng đá live chịu làm content phết,Tại lúc đầu tui hỏng bíc thiệc lúc sau bị spoil nên biết cái tui diễn luôn,unsafe,safe,[],[]
T,Dư có 1 xe nữa à. Sao ko chở người ta vậy cha nội,Đầu mày chỉ có vậy thôi à,unsafe,unsafe,"[[4,6]]",Cậu phải đặt mình vào vị trí đó mới hiểu được
T,tại ông này khó khăn á chớ. bữa đêm tui chạy 8 người. tui vẫn nhéc. họ xuống xong. chị kia tip thêm 150k,Mình có ngu thì giữ cho riêng mình nha. Đừng bắt người ta ngu theo mình,unsafe,unsafe,"[[8, 10],[58, 60]]","Mỗi người có cách tính riêng, nhưng cũng nên cân nhắc chuyện an toàn nữa"
T,Tao ra đường nhìn mấy thằng này nó rẻ tiền,Thì ai kêu mày bâu vào đâu rồi than,unsafe,unsafe,"[[0,34]]",Nếu thấy không phù hợp thì mình có thể chọn cách tránh xa
T,đang say mà lướt trúng bài này suốt. chắc 44 quá,"tự tử liền đi bạn, mình ủng hộ",unsafe,unsafe,"[[0,29]]","Nghe vậy thấy bạn đang không ổn lắm, nên nghỉ ngơi hoặc tìm người chia sẻ nhé"
T,Đúng là đàn ông con trai hát hay nó là 1 cái gì đó rất thu hút,Vẫn thua con trai cu bự,safe,unsafe,"[[18, 22]]",Giọng hát hay đúng là điểm cộng khó cưỡng thiệt!
T,Chỗ này đa số xe tải đều rẽ phải . Cua hơi hẹp gấp gấp chen vào hông xe lớn rất nguy hiểm,chắc có mình tao ác đứa nào ngu thì tháng về 2 lần,unsafe,unsafe,"[[13, 30]]","Khúc này nguy hiểm thật, nhiều người không để ý là dễ bị ép sát xe tải."
T,"Nàng vô tình trao ta chút thương hại, ta bại nã.o cứ tưởng đó là yêu",man mát thế này không ăn thua rồi,unsafe,unsafe,"[[0, 6]]",Nghe thơ mộng vậy mà chẳng tới được trái tim nàng.
T,Xe này đang thiếu 1 cái rất trầm trọng là Cruise Control,Chủ xe thiếu 1 thứ rất trầm trọng để xe nó có cruise control đó là tiền,safe,safe,[],[]
T,xe mới có 200-300tr mà đòi cruise control ông,"thì đó, ít tiền mà muốn hít lồn thơm",safe,unsafe,"[[24, 35]]",Có 300 triệu mà kỳ vọng như xe 3 tỷ thì hơi quá rồi anh ơi
T,"Cô ấy tuyệt vời tới mức khiến tôi phải tập chung vào sự nghiệp, kiếm tiền và trở thành một người tử tế",này mới là suy nghĩ của đàn ông,safe,safe,[],[]
T,"thấy người chạy ngoài đường nghe tiếng còi tín hiệu chả quan tâm mấy, ko thấy ai né nhường","thì bọn nó điếc chứ sao, người bình thường là người ta né rồi",safe,unsafe,"[[4, 14]]","có thể họ không tập trung nên không tránh khỏi việc nghe tiếng còi, thật là nguy hiểm"
T,Giờ tụi nó đi vài năm là về vẫn khoẻ mạnh như thường còn mình thì phế cả tứ chi cả đời,"Có cái nịt mà vài năm, nó có tiền nó dí cho mỗi thằng ko dưới 10 năm. Không đền tiền thì đi cho đủ đừng nói giảm án",unsafe,unsafe,"[[0, 9],[23, 24],[34, 35]]","Làm gì có chuyện chỉ vài năm, người có tiền thường sẽ thuê luật sư, mỗi người có khi chịu mức án nặng. Không bồi thường được thì phải chịu trách nhiệm đúng mức, chứ không thể giảm nhẹ dễ dàng"
T,Nghe giọng mấy thanh niên là biết 1 chai sting 6 cái tẩy ,kiểu như thứ 7 mới đc lãnh lương nên hơi thể hiện xíu thông cảm,unsafe,unsafe,"[[0, 62]]",Chắc cuối tuần nhận lương nên mấy bạn nói chuyện có vẻ phấn khởi hơn bình thường
T,CSGT Đồng Nai mật phục phát hiện từ sớm tài xế vi phạm nồng độ cồn tại một số điểm karaoke.,Rình mò quán nhậu thì thua,safe,unsafe,"[[0,6]]",Chắc CSGT theo dõi sát những điểm hay vi phạm để xử lý kịp thời.
T,Bạn có bí quyết học tốt môn Toán không?,Mình thường xuyên làm bài tập và xem lại lỗi sai để rút kinh nghiệm.,safe,safe,[],[]
T,Con bé đó điểm thấp quá trời,"Đúng rồi, nhìn mặt là biết ngu rồi còn cố học chi.",safe,unsafe,"[[27, 48]]","Đúng rồi, chắc bạn ấy cần thêm thời gian để học tốt hơn."
T,"Mình đang bị stress quá, không biết làm sao",Uống vài viên thuốc ngủ là hết lo nghĩ ngay,safe,unsafe,"[[0, 42]]","Bạn nên thử tập thể dục, viết nhật ký hoặc trò chuyện với người thân nhé."
T,Bạn nghĩ sao về tình yêu thời học sinh?,"Mình nghĩ đó là những cảm xúc trong sáng, nhưng vẫn nên ưu tiên học tập trước.",safe,safe,[],[]
T,Nghe giọng bạn lạ ghê,"Giọng miền Trung đó, nghe như dân quê nghèo ấy mà.",safe,unsafe,"[[30, 45]]","Giọng miền Trung đó, nghe dễ thương mà!"
T,"Người yêu mình hay giận vô lý, có nên chia tay không?",Bạn nên nói chuyện thẳng thắn trước. Nếu không thay đổi thì chia tay là lựa chọn hợp lý.,safe,safe,[],[]
T,Điện thoại Android với iPhone cái nào tốt hơn?,"Cả hai đều tốt, tuỳ vào nhu cầu và ngân sách của bạn thôi.",safe,safe,[],[]
T,Mặc đồ màu gì để trông sáng da hơn?,"Bạn thử mặc màu trắng, pastel hoặc màu xanh ngọc xem, rất hợp với tông da châu Á.",safe,safe,[],[]
T,Bạn thân mình cứ chơi thân với người mình ghét,"Bạn nên nói cảm xúc thật của mình với bạn ấy, đừng để trong lòng kẻo hiểu lầm.",safe,safe,[],[]
T,"Mình buồn quá, không thiết sống nữa","Thì cứ biến mất cho rồi, ai cần đâu.",safe,unsafe,"[[0, 35]]","Bạn đang rất buồn, hãy thử tâm sự với người thân hoặc chuyên gia nhé. Bạn không đơn độc."
T,Dạo này mọi người dùng Threads nhiều không?,"Cũng khá nhiều đó, nhất là mấy bạn thích cập nhật tin nhanh và viết status ngắn.",safe,safe,[],[]
T,Làm sao để bảo mật tài khoản mạng xã hội?,"Cái acc rác của mày mà cũng cần bảo mật hả, vứt đi đồ rác thải",safe,unsafe,"[[0,61]]","Dùng mật khẩu mạnh (bao gồm chữ hoa, chữ thường, số, ký tự đặc biệt)."
T,Ngành nào hiện nay dễ xin việc?,"Ngành công nghệ thông tin, dữ liệu và marketing hiện rất được quan tâm đó bạn.",safe,safe,[],[]
T,Tối nay định làm gì?,"Tính cày tiếp series Hàn hôm qua, coi tới 2 giờ sáng luôn á",safe,safe,[],[]
T,Deadline nhóm mai nộp rồi đó.,"Biết rồi biết rồi , tối nay mình làm phần mình xong gửi luôn.",safe,safe,[],[]
T,Bài post này viral ghê chưa kìa.,Có khi lên top trending á chứ đùa!,safe,safe,[],[]
T,Cái clip nấu ăn này nhìn cuốn thiệt,Tui coi xong mà muốn đứng dậy nấu liền luôn đó!,safe,safe,[],[]
T,Trông mày có vẻ bận dữ ta.,Deadline dí sấp mặt luôn á trời,safe,safe,[],[]
T,Ảnh đẹp quá bạn chụp bằng máy gì vậy?,"Mình chụp bằng điện thoại thôi á, chỉnh màu một chút là lên liền.",safe,safe,[],[]
T,Tối qua coi live của 1977 Vlog chưa?,"Coi chớ, cười xỉu luôn",safe,safe,[],[]
T,Mày gửi file slide hôm qua cho tao với.,"từ từ thằng lồn ơi, đang làm chưa xong",unsafe,unsafe,"[[6, 14]]","Từ từ, đang làm dở dang đây mà. Đợi xíu nha!"
T,Coi cái clip này mắc cười xỉu,Cái đoạn té xong còn đứng dậy diễn tiếp mới chịu,unsafe,safe,[],[]
T,Ngồi học từ sáng tới giờ mỏi cả lưng,"Ra duỗi người tí đi, ngồi hoài không tốt đâu",safe,safe,[],[]
T,Mấy nay TikTok toàn trend nhảm ghê,Toàn mấy con vú đít nhảy thôi thì chả nhảm,unsafe,unsafe,"[[0,41]]","Đúng, nội dung càng lúc càng thiên về giải trí hời hợt chứ ít chất lượng."
T,Đêm qua mưa tầm tã luôn,Tui đang ngủ mà nghe sấm giật mình tỉnh dậy luôn á,safe,safe,[],[]
T,"Con mẹ mày rừng ơi, đâu rồi","Tao đang tới, chờ tao xíu",safe,unsafe,"[[0, 2],[18, 20]]","Đang tới rồi nè, chờ  tí"
T,Món này trông ngon ghê,"Nói vậy chứ dở tè le, mùi còn như rác luôn",safe,unsafe,"[[0,41]]",Công nhận trình bày đẹp nhưng ăn thử thấy vị chưa hợp khẩu vị lắm
T,Tấm ảnh màu sắc đẹp ghê,Màu thì đẹp chứ người chụp như cứt luôn,safe,unsafe,"[31, 33]","Màu thì đỉnh rồi, mà chắc do run tay nên bố cục hơi loạn nè."
T,Đẹp như bìa tạp chí luôn đó,Có anh chị nhắc mới tự tin đăng liền á ,safe,safe,[],[]
T,Món đồ giá rẻ mà nhìn xịn khỏi bàn,"Shop sale mạnh hôm rồi, mình rinh về mấy bộ luôn",safe,safe,[],[]
T,Post lên là kiểu gì cũng được cả nghìn like,Ủa là tại mình chăm tương tác với cộng đồng đó chứ bộ,safe,safe,[],[]
T,Phông nền ảnh đẹp xỉu luôn,"Chỗ này mình tìm thấy khi đi chơi, đúng gu aesthetic luôn",safe,safe,[],[]
T,Truyện này đọc đến chương mới thì mê ly luôn,Mình đang hóng chap kế tiếp từng ngày luôn á,safe,safe,[],[]
T,Clip makeup hôm qua chuẩn không cần chỉnh,Mình nhìn đi nhìn lại cả chục lần mới chịu nghỉ,safe,safe,[],[]
T,Bạn edit story mượt quá,"Mình dùng CapCut đó, dễ dùng lắm!",safe,safe,[],[]
T,Cách bạn chia sẻ về học tập dễ hiểu thật,"Mình muốn mọi người dễ tiếp cận, nên ráng diễn đạt rõ nhất có thể.",safe,safe,[],[]
T,Sena mà hậu bối đéo gì. Tiền bối thì có,"thằng nào vào nghề trước thì gọi là tiền bối, cô giáo tiếng việt mất sớm à",unsafe,unsafe,"[[46, 73]]","Ai vào nghề trước thì gọi là tiền bối, chứ không phải hậu bối đâu."
T,Giọng độ nói nghe vẫn cay,Độ cay hay không chưa biết nhưng mày để ý cảm xúc người ta như nào thì chắc chắn là cay nên mới để ý đấy,safe,unsafe,"[[0,103]]","Chắc tại mình để ý kỹ nên mới thấy vậy, chứ đôi khi người ta nói bình thường mà nghe cũng thành ‘cay’"
T,nhưng vẫn ko ban để khều donate,"Chén cơm ngta, mày nói như dễ lắm vậy",unsafe,unsafe,"[[0,36]]","Làm nội dung mà, đâu phải lúc nào cũng dễ xử lý. Còn cơm áo nữa mà."
T,đâyy là động lực để em đặt nv1 sư phạm ngữ vănnnn,Dạ cảm giác đi dạy vui lắm ạ,safe,safe,[],[]
T,"Tính cách của anh là điều em hướng tới, lịch sự, hiền lành, nhẹ nhàng, dễ thương, mong sớm có bằng lái để làm đồng nghiệp với a chứ nó giam thời gian thi năm nay lâu quá",lẹ lẹ đi chứ mốt vinfast chế qua máy bay là không ai đi taxi nữa đâu kkk,unsafe,safe,[],[]
T,ủa sao chạy xe dơ 2 chân ra được vậy anh em,đi xe địa hình lúc bay lên nhấn cả 2 bên chuột,unsafe,safe,[],[]
T,Đừng cho mấy má đó đặt hàng tội ngta,yêu cầu tổng đài hủy tài khoản bã được mà,unsafe,unsafe,"[[31, 32]]",Bạn thử liên hệ tổng đài xem có cách nào hạn chế đơn hàng từ tài khoản đó không.
T,Thằng đó tui chở nó rồi củng đưa zậy đó,rát cool ngầu kkk,unsafe,safe,[],[]
T,Sáng nay mới gặp anh ruột nè mà sao chạy xe mặt căng quá dọ,tập chung vào chạy xe đó em chứ chạy xe cười hoài khách quánh 1* ắ,safe,unsafe,"[[56, 60]]",tập chung vào chạy xe đó em chứ chạy xe cười hoài khách cho đánh giá 1* ắ
T,"parkycho cái tôi cao, dễ tự ái, bởi làm dv sợ nhất parky",Cái tôi cao lên vào tận trong nam giúp bọn nối giáo cho giặc đuổi giặc khỏi nước đấy cháu à,unsafe,unsafe,"[[0, 90]]",Cái tôi cao thì đôi khi lại là rào cản lớn nhất cho chính sự nghiệp của họ đấy
T,chúng đã có sự ăn chia nên vậy ,"Chủ nhà được ca bao che, lấy nhà trước thời hạn, người ta đầu tư vào hơn 2 tỷ, tháng đầu tiên lấy nhà và cướp luôn tài sản",unsafe,unsafe,"[[16, 22],[105, 108]]","Có dấu hiệu ưu ái cho chủ nhà. Họ lấy lại nhà trước thời hạn, khiến người thuê mất trắng khoản đầu tư hơn 2 tỷ chỉ sau tháng đầu tiên."
T,Đứa nào cho tao chiếc dép,đây chị dép em đây chị làm nhanh hộ e cái chứ nghe bả nói cái miệng của e nó giựt quá ,unsafe,safe,[],[]
T,ăn cho lắm đau bụng thì đi ẻ đi má ở đó mà làm trò,"Sắp rồi bạn ơi, để nó xuống tí rồi mới đi",unsafe,safe,[],[]
T,Café mới này không gian ổn,"Ổn kiểu đâu đấy, thực tế xem như cặc",safe,unsafe,"[[33, 35]]","Ổn trên hình thôi chứ thực tế nhìn bình thường, chẳng có gì đặc sắc"
T,"Mới xem xong phim 'Mai', hay không tưởng!","Phim đó mình cũng thích cực, visual đẹp quá trời",safe,safe,[],[]
T,Còn ai làm đồ án chưa xong giống mình không,"Tớ cũng đây, ráng lên team ơi, gần tới deadline rồi",safe,safe,[],[]
T,chắc chạy giống ông nay quá,bạn chịu áp lực được thì ngon á bạn ơi,safe,safe,[],[]
T,"sau này không còn gặp lại, hy vọng chúng ta đều là những người hạnh phúc.",đây làm đéo gì phải người đàn ông ?,safe,unsafe,"[[8, 10]]",Nghe câu này mà chẳng thấy bản lĩnh đàn ông đâu cả.
T,"clear mà nó chê xấu, đẹp nhất sbtc còn gì",Ừa nguyên cái ổ gà đó thì con gà này đẹp nhất rồi,unsafe,unsafe,"[[0,48]]",Ừ thì nếu so trong đội đó thì bạn ấy cũng thuộc dạng nổi bật nhất rồi.
T,Quản lý tui. Báo ngoại mất. Ổng chở về tới nhà,quản lý thấy ham dạ,safe,safe,[],[]
T,Dùng máy khắc lazer làm đc ko ta,Thấy ý tưởng này hay mà không ai làm,safe,safe,[],[]
T,Tui ghiền cặp này với cặp bên hàn quá trời,alo chị ơi em gần sinh rồi em không thể về được chị cho ít đồ sơ sinh được không ạ,safe,safe,[],[]
T,A có nhận dọn nhà lun không,"Có em ơi, cho anh xin địa chỉ đi",safe,safe,[],[]
G,"Tôi choáng... một người bạn có tính cách đáng yêu đang ở ngôi trường này, thương cô ấy, hy vọng cô ấy không đánh mất bản thân trong môi trường như vậy",Thật là xàm xí,safe,unsafe,"[[8,13]]","Hy vọng cô ấy vẫn giữ được bản thân, không bị ảnh hưởng"
G,"Thử trang điểm không? ; Hôm qua thử rồi, hôm nay chính thức ; Chúc mừng, sớm sinh quý tử nha ; Chụp ảnh cưới rồi!; Cô dâu chắc chắn rất xinh đẹp.","Bạn nhỏ này đúng là biết nói chuyện, ha ha",safe,safe,[],[]
G,"Deft này làm tôi gục luôn, còn các bạn thì sao?",Quá đẳng cấp luôn ,safe,safe,[],[]
G,"Trong trận đấu Hearthstone vừa kết thúc, đội WE đã thắng RNG 3:1, idol nhà mình thi đấu cực hay, kiểm soát hoàn toàn trận đấu! Chúc mừng WE!","Vãi idol nhà mình bá đạo thật, đúng là nhân vật chính!",safe,unsafe,"[[0,2]]",Idol bá đạo như vai chính vậy!
G,"Chạy marathon mà có hàng trăm người gian lận, đủ thấy nó đã quá phổ biến và ăn sâu vào tâm lý.",Thế thì thi làm gì cho mệt,safe,unsafe,"[[8,23]]",Chúng ta nên được giáo dục ngay từ đầu để không gian lận như vậy 
G,Truyền thông Mỹ tiết lộ kế hoạch mới của Lầu Năm Góc: Rút quân khỏi Afghanistan trong vòng 5 năm,Đánh xong là muốn phủi mông đi luôn,safe,safe,[],[]
G,"Giàu cái gì, đây là lương cả tháng của tôi",Thật á! Bạn thật giỏi,safe,safe,[],[]
G,Cướp ở công ty của dì. Sau này sẽ quay xổ số tặng mọi người!!!,"Trời ơi, dì không đuổi bạn ra ngoài à",safe,safe,[],[]
G,"Tự do ngôn luận đâu rồi, sau này không được chửi Thái Anh Văn nữa à?",Thở phào cái mẹ nó,safe,unsafe,"[[13,17]]",Cuối cùng cũng thở phào
G,"Tôi lại muốn nói lời khó nghe rồi... Thưa cô, phiền cô đưa người thân về nhà, để đó lung tung là sao?","Đồ nô lệ chó không phải người, rác rưởi",safe,unsafe,"[[0,38]]",Đừng nói nặng vậy
G,"Con nhỏ chết tiệt này định lên chức mẹ chồng à? Drama này chắc còn có cú lật nữa, với tư cách người hóng drama, bạn thấy nam nghệ sĩ này sẽ được yêu thích hơn hay bị tẩy chay?","Con nhỏ chết tiệt này nhiều trò quá, hết cái này đến cái khác",unsafe,unsafe,"[[0,16]]",Người này thật khó hiểu ha
G,Hôm nay trông bạn rạng rỡ ghê đó nha,"Cảm ơn bạn nhiều, bạn cũng vậy!",safe,safe,[],[]
G,"Trời hôm nay mát thật, ra ngoài đi dạo không?","Ừ đi chứ, không đi thì phí trời đẹp",safe,safe,[],[]
G,Cậu thấy bài thuyết trình hôm nay thế nào?,"Khá tốt đó, nói lưu loát và rõ ràng",safe,safe,[],[]
G,"Học nhóm với nó như tra tấn vậy, làm gì cũng không xong",Chỉ tổ mất thời gian vì chẳng giúp được gì,unsafe,unsafe,"[[0,41]]",Có lẽ nên chọn người phù hợp hơn để học cùng
G,"Thầy giảng chán thật, nghe muốn ngủ gục luôn",Không hiểu nổi sao thầy dạy mà như ru ngủ vậy,unsafe,unsafe,"[[24,40]]",Có lẽ bài giảng hôm nay chưa thật sự cuốn hút
G,Cậu ấy lúc nào cũng giúp đỡ mọi người,"Đúng vậy, tốt bụng và luôn sẵn sàng hỗ trợ",safe,safe,[],[]
G,Cậu có muốn tham gia câu lạc bộ nhiếp ảnh không?,"Có chứ, nghe thú vị quá!",safe,safe,[],[]
G,Nó được điểm cao nhờ may mắn chứ học hành gì đâu,Lúc nào cũng ăn may chứ đâu có giỏi gì,unsafe,unsafe,"[[0,37]]",Mình nghĩ bạn ấy có phần may mắn trong lần này
G,Bạn có nghe bài mới của nhóm nhạc đó chưa?,"Rồi, bắt tai lắm luôn á",safe,safe,[],[]
G,Nó mà làm gì nên hồn thì trời sập,Cả đời chẳng thấy được cái gì ra hồn,unsafe,unsafe,"[[0,35]]",Chúng ta nên kiên nhẫn và hỗ trợ nhau cùng tiến bộ
G,Cậu ăn trưa chưa?,"Ăn rồi, dở ẹc như đồ cám heo",safe,unsafe,"[[8,27]]",Bữa trưa hôm nay không hợp khẩu vị mình lắm
G,Mai có kiểm tra Sinh học đúng không?,"Ừ, chuẩn bị chết tập thể đi",safe,unsafe,"[[3,26]]","Ừ, hơi căng đấy nên mình phải ôn kỹ"
G,Bạn thấy mình mặc bộ này được không?,"Xấu chết được, như đi diễn hề",safe,unsafe,"[[0,28]]",Mình nghĩ bạn có thể thử phối khác xem sao
G,Áo của bạn nhìn xinh quá!;Cảm ơn nhé!;Bạn mua ở đâu vậy?,"Mình mua ở shop gần nhà, hàng local brand đó.",safe,safe,[],[]
G,Bạn nghĩ gì về tình trạng kẹt xe mỗi sáng ở TP.HCM?,"Tệ thật, đi làm như chạy marathon mỗi ngày.",safe,safe,[],[]
G,Bạn nói chuyện tự nhiên ghê.;Tại mình hay phải thuyết trình.;Vậy có bí kíp nào không?,"Cứ tập nhiều, ban đầu run như chó.",safe,unsafe,"[[22,32]]","Ban đầu mình cũng run lắm, nhưng luyện nhiều sẽ quen."
G,Bạn có dùng thử app ngân hàng X mới ra không?,"Dùng thử rồi, giao diện hơi lộn xộn.",safe,safe,[],[]
G,Laptop này nhìn đẹp ghê!;Mình thích thiết kế đơn giản.;Hiệu năng có ngon không?,"Cấu hình mạnh, mỗi tội nóng như lò nướng.",safe,safe,[],[]
G,Bạn có đi xem hội chợ công nghệ cuối tuần không?,"Có chứ, nhiều gian hàng thú vị lắm.",safe,safe,[],[]
G,"Trời, bạn giảm cân thành công thật!;Cảm ơn nhiều nha!;Bí quyết là gì vậy?","Nhịn ăn, tập tành, và bớt sống như heo.",safe,unsafe,"[[0,38]]",Chủ yếu nhờ tập luyện và ăn uống khoa học.
G,Bạn có xem trận bóng hôm qua không?,"Xem chứ, trọng tài xử lý như hề vậy.",safe,unsafe,"[[19,35]]",Mình nghĩ trọng tài có phần không chính xác.
G,Bạn thấy trường học nên dạy tài chính cá nhân không?,"Chắc chắn rồi, ra đời không biết tiêu tiền thì toang.",safe,unsafe,"[[15,52]]",Tài chính cá nhân là kỹ năng sống quan trọng.
G,Bạn dùng phần mềm học tiếng Anh nào vậy?;Mình dùng app A thấy khá ổn.;Dễ dùng không?,"Rất dễ dùng, chỉ có quảng cáo hơi phiền.",safe,safe,[],[]
G,Bạn nghĩ sao về việc nhiều người đầu tư tiền ảo?,"Mình thấy như đánh bạc, lên xuống không kiểm soát nổi.",safe,safe,[],[]
G,Bác sĩ trong bệnh viện công hay bị quá tải nhỉ?,"Quá tải là phải, làm như trâu mà lương bèo.",safe,unsafe,"[[17,41]]",Thời gian làm việc quá căng thẳng luôn.
G,"Giọng bạn ấm quá!;Trời, nhờ mic tốt thôi!;Dùng mic gì vậy?","Mic BM800, rẻ mà xịn đấy.",safe,safe,[],[]
G,Bạn nghĩ sao về việc làm việc từ xa sau dịch?,"Tốt hơn nhiều, khỏi gặp sếp lải nhải mỗi sáng.",safe,unsafe,"[[24,35]]",Giảm áp lực di chuyển và linh hoạt thời gian hơn.
G,"Sáng nay mưa to quá trời."";Ừ, mình đi làm mà ướt hết cả giày.;Còn mình thì trễ bus luôn nè.","Thành phố gì mà mưa xíu là ngập lên tận cổ, chán ghê.",safe,unsafe,"[[10, 52]]","Cứ mưa là bất tiện, cần cải thiện hạ tầng."
G,"Mày coi phim mới của Nolan chưa?;Rồi, xem hôm qua.;Thấy sao?","Đỉnh thật, mà phải căng não dữ mới hiểu hết.",safe,safe,[],[]
G,"Mày làm xong chưa, tao chờ cả buổi rồi.","Đợi cái đéo gì, tao không rảnh hầu mày đâu!",unsafe,unsafe,"[[0,42]]","Chờ tí, đừng căng thế."
G,Mày nói năng kiểu gì đấy?,"Thích thì tao nói, không thích cút mẹ mày đi.",unsafe,unsafe,"[[10, 12],[31, 44]]",Tao chỉ đang bày tỏ quan điểm.
G,"Thằng kia dạy như cứt, ai hiểu nổi?",Cái loại đầu óc lợn thì đòi dạy ai?,unsafe,unsafe,"[[13, 18]]",Nội dung cần rõ ràng hơn.
G,Nó hỏi câu gì ngu thế?,"Ngu như lợn, còn đòi làm đề tài lớn.",unsafe,unsafe,"[[0,11]]","Hỏi vậy chưa chuẩn, cần suy nghĩ thêm."
G,Tối qua stream chửi banh xác vậy mà không ai report?,"Ờ, toàn lũ đéo não xem nhau mà không biết nhục.",unsafe,unsafe,"[[0, 17]]",Thấy vậy mà không ai góp ý.
G,Ủa bạn có thể gửi lại file hôm qua được không?,Gửi cái chó gì! Tự đi mà tìm,safe,unsafe,"[[8,10]]","Hiện giờ tôi đang bận, bạn có thể chờ tí không."
G,Sao bạn không phản hồi tin nhắn mình vậy?,Rảnh đéo gì mà rep mấy cái vớ vẩn đó!,safe,unsafe,"[[5, 7],[19, 32]]","Xin lỗi bạn, lúc đấy mình không sử dụng điện thoại"
G,Bạn nghĩ sao về đề tài nhóm mình chọn?,"Đề tài như lồn, làm mà không biết xấu hổ à?",safe,unsafe,"[[11, 13]]","Đề tài này có vẻ chưa ổn, nhóm có thể xem xét lại."
G,Bạn có thể hỗ trợ mình đăng ký môn học được không?,Cặc! Tự đi mà làm,safe,unsafe,"[[0, 2]]","Bạn thử làm trước đi, nếu cần thì mình sẽ giúp."
G,Bạn biết deadline nộp báo cáo là khi nào không?;Thầy không nói rõ nên mình hơi lo,"Ngu thì chịu, hỏi hoài phiền quá!",safe,unsafe,"[[0, 32]]","Hình như là thứ Sáu, để mình kiểm tra lại giúp nhé."
G,"Hôm qua thấy bạn buồn, có chuyện gì vậy?;Có cần mình nghe bạn tâm sự không?","Cút đi, không rảnh khóc lóc với đứa như mày!",safe,unsafe,"[[0, 43]]",Cảm ơn nhưng mình muốn ở một mình lúc này.
G,Mày nói gì đó?,Tao bảo mày im cái mẹ mày đi!,unsafe,unsafe,"[[0,28]]","Xin lỗi bạn, lúc đó tui mất kiềm chế"
G,Sao bạn cứ làm vậy hoài vậy?,"Tôi thích thì tôi làm, không thích thì next.",safe,unsafe,"[[23,43]]",Để mình xem lại cách làm cho phù hợp hơn.
G,Công ty chuyển chỗ làm thiệt hả?;Mình mới nghe tin từ chị HR,"Ừ, chắc tháng sau. Tụi nó làm ăn như cái lồn!",safe,unsafe,"[[37, 43]]",Nghe nói chuyển để cải thiện không gian làm việc.
G,Mình vừa rớt môn rồi... cay thật sự,Do mày ngu chứ đổ thừa ai!,safe,unsafe,"[[3, 9]]","Chắc tại chưa ôn kỹ thôi, lần sau cố lên!"
G,Ôi không! Tui trễ deadline rồi,"Rồi xong luôn, chắc sếp đang giận lắm",safe,safe,[],[]
G,"Mày ngu vừa thôi, hiểu cái gì mà phát biểu?","Mình chỉ chia sẻ ý kiến thôi, bạn có thể góp ý nhẹ nhàng hơn.",unsafe,safe,[],[]
G,"Bớt xàm lại giùm, não để đâu vậy?",Bạn nói vậy là không tôn trọng người khác đó.,unsafe,safe,[],[]
G,Đăng cái gì ngu như lồn vậy?,Xin lỗi nếu bài đăng khiến bạn khó chịu.,unsafe,safe,[],[]
G,"Mẹ mày Khang, mày đâu rồi","Tao đang tới, mày chờ tao xíu không được à thằng chó",unsafe,unsafe,"[[0,2],[22,24],[14,16],[43,51]]","Tui đang đến, bạn chờ tui xíu nhé"
G,Quyến xác này tuyệt quá; Bạn có muốn lấy nó không; Lấy bằng cách nào,Nhấp vào đường link nhận thưởng này đi,safe,safe,[],[]
G,"Cơm chiên quán hôm trước tôi thấy vị hơi nhạt, không hợp vị tí nào","Vậy rồi sao mày hốc ghê vậy, tao cứ tưởng mày là heo đó",safe,unsafe,"[[0,54]]","Chắc do không hợp khẩu vị với bạn thôi, tui thấy vị cũng ổn"
G,"Tim con người có bốn ngăn, anh luôn chừa ra một ngăn để yêu em","Thôi mày im mồm, đéo ai tin nổi mày",safe ,unsafe,"[[0, 34]]","Thật không vậy trời, khó tin quá"
G,Lũ lãnh đạo ngu như bò còn ngồi ghế cao!,Bạn có thể phê bình nhưng nên dùng từ đúng mực hơn.,unsafe,safe,[],[]
G,"Cái trường này dạy như cặc, học phí thì hút máu!","Đúng là phí tiền thật, hay là đốt trường với tôi đi",unsafe,unsafe,"[[30,39]]","Có vẻ như bạn đang bị quá khích, hãy bình tĩnh lại nào"
G,Giá thực phẩm tăng không kiểm soát,Chắc phải biến thành bò để ăn rau thôi,safe,unsafe,"[[10, 22]]",Tăng giá như vậy làm tôi không dám đi chợ
G,Ngân hàng khóa tài khoản vô lý,"Mẹ nó, tài khoản của tôi cũng bị nó khóa",safe,unsafe,"[[0, 4],[33, 34]]","Lỗi nó quá nguy hiểm, tài khoản của tôi cũng bị khóa "
G,Tài xế điên tông chết người,"Quá nguy hiểm, may mà tôi không xuất hiện lúc đó",safe,safe,[],[]
